ts,n,concurrency,send_elapsed_ms,mttr_ms,outbox_after,published_after,applied_after,qty_before,qty_after,qty_delta
2026-02-08T00:07:18+09:00,1000,10,11,78,222061,49118,23559,1000,0,1000,1000,1000,1000,0,524,524
2026-02-08T00:08:36+09:00,1000,25,11,78,223061,45289,11706,1000,0,1000,1000,1000,1000,524,782,258
2026-02-08T00:09:48+09:00,1000,50,11,78,224061,54551,20036,1000,0,1000,1000,1000,1000,782,939,157
2026-02-08T00:11:19+09:00,1000,75,11,78,225061,70459,9038,1000,0,1000,1000,1000,1000,939,1142,203
2026-02-08T00:12:56+09:00,1000,100,11,78,226061,60776,16400,1000,0,1000,1000,1000,1000,1142,1357,215
2026-02-08T00:14:30+09:00,5000,10,11,78,227061,258903,22730,5000,0,5000,5000,5000,5000,1357,3817,2460
2026-02-08T00:19:30+09:00,5000,25,11,78,232061,278205,21428,5000,0,5000,5000,5000,5000,3817,4892,1075
2026-02-08T00:24:44+09:00,5000,50,11,78,237061,241510,31477,5000,0,5000,5000,5000,5000,4892,5564,672
2026-02-08T00:29:33+09:00,5000,75,11,78,242061,259865,34520,5000,0,5000,5000,5000,5000,5564,6590,1026
